id,class_name,file_path,resolution
32314433801c5e0a3798f3dae05b4be6.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/32314433801c5e0a3798f3dae05b4be6.png,1280x888
a1e9c7999517dd3daa614e271abd281f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/a1e9c7999517dd3daa614e271abd281f.png,480x640
35919a1e8b1dd43e7f4b203eeff8dcc0.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/35919a1e8b1dd43e7f4b203eeff8dcc0.png,6000x4000
c92182861fdfa0109b74a42737e6a2a0.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/c92182861fdfa0109b74a42737e6a2a0.png,3024x4032
a3fc1bd37b6c547d1f6df4971996cda3.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/a3fc1bd37b6c547d1f6df4971996cda3.png,4000x6000
b3e6aef7899db9f730a4ad00c7e7a8d3.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b3e6aef7899db9f730a4ad00c7e7a8d3.png,4353x3434
e268e14571484394f266020e40be9d1c.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/e268e14571484394f266020e40be9d1c.png,6000x4000
385db994447ff874997225004c7473b6.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/385db994447ff874997225004c7473b6.png,6720x4480
0f041d91b1aef2b3c0952860d941c096.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/0f041d91b1aef2b3c0952860d941c096.png,6720x4480
0fc362819f5a1fbfa983b7eb6644b930.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/0fc362819f5a1fbfa983b7eb6644b930.png,6057x4038
5a634a3881d22f2fdecac9a5a4b60408.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/5a634a3881d22f2fdecac9a5a4b60408.png,390x259
6f17e73b0f1fd3d7c711bcc336bfe0c8.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/6f17e73b0f1fd3d7c711bcc336bfe0c8.png,390x280
7a6a8c6e20f35196f9e5f5cda9d7431f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/7a6a8c6e20f35196f9e5f5cda9d7431f.png,302x340
06573c962b34904ebca2a6eb0cc58388.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/06573c962b34904ebca2a6eb0cc58388.png,872x536
85591ea212a50e3608816e4b5b1f835c.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/85591ea212a50e3608816e4b5b1f835c.png,462x280
df863cb310df00c7f151dd82fa37bd02.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/df863cb310df00c7f151dd82fa37bd02.png,351x626
08e2bda812de2e7476ee37d801525615.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/08e2bda812de2e7476ee37d801525615.png,347x280
b8c5891d7c32f6a70d419a88ae12f7d1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b8c5891d7c32f6a70d419a88ae12f7d1.png,390x259
b8c5891d7c32f6a70d419a88ae12f7d1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b8c5891d7c32f6a70d419a88ae12f7d1.png,390x259
f37888af6c9b89f04a1bdd552921e068.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/f37888af6c9b89f04a1bdd552921e068.png,780x438
af5e3a8b83365532b47c946b0a456688.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/af5e3a8b83365532b47c946b0a456688.png,800x450
5a0d0e8ffe5ece90af22d145ef3b77c6.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/5a0d0e8ffe5ece90af22d145ef3b77c6.png,612x612
3bae4a1937b0f2170378b3706ae6e021.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/3bae4a1937b0f2170378b3706ae6e021.png,459x612
c3951d00eecca205f2956d79a73ae3a1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/c3951d00eecca205f2956d79a73ae3a1.png,830x563
9e4fa59cf8d5b978167b5dcee342b830.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/9e4fa59cf8d5b978167b5dcee342b830.png,800x534
42f10104fc3d8585c07689f3eeb741cf.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/42f10104fc3d8585c07689f3eeb741cf.png,800x450
fb03683e0814a93d58750a8e1c16cf46.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/fb03683e0814a93d58750a8e1c16cf46.png,800x530
56a52210c7367cbda742baa82c3b5c36.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/56a52210c7367cbda742baa82c3b5c36.png,612x408
73d272e851da636c5e31aa432d96f3b0.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/73d272e851da636c5e31aa432d96f3b0.png,626x626
b938777f5d2d30f640e88883abb9931f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b938777f5d2d30f640e88883abb9931f.png,612x408
0dd3e985f631112d2a069955e16cf017.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/0dd3e985f631112d2a069955e16cf017.png,780x438
926a01c16cb804f5ba26d7454834b0be.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/926a01c16cb804f5ba26d7454834b0be.png,626x438
3f6aaea2920171d9b61986a530121ce1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/3f6aaea2920171d9b61986a530121ce1.png,485x280
473ec1ea36d7e19cd574ccee5bac6160.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/473ec1ea36d7e19cd574ccee5bac6160.png,626x626
c4c0626203a8ee505bbd6fd11ac3ce00.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/c4c0626203a8ee505bbd6fd11ac3ce00.png,612x612
56cfc66dc2ee7effd6ac35f16854850f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/56cfc66dc2ee7effd6ac35f16854850f.png,360x360
934657df74e44ab37670017445e794b3.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/934657df74e44ab37670017445e794b3.png,800x535
3f6aaea2920171d9b61986a530121ce1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/3f6aaea2920171d9b61986a530121ce1.png,485x280
56cfc66dc2ee7effd6ac35f16854850f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/56cfc66dc2ee7effd6ac35f16854850f.png,360x360
fa4afc51c0069aee683453e65317e6cc.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/fa4afc51c0069aee683453e65317e6cc.png,416x280
846ad7a4119b38454691b54edd983eb8.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/846ad7a4119b38454691b54edd983eb8.png,390x259
b415defd21028935a2e631cd8dd02bb8.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b415defd21028935a2e631cd8dd02bb8.png,447x1000
cae017969c46e0753f5fdc3032240cee.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/cae017969c46e0753f5fdc3032240cee.png,600x600
c5d06ebde935d1ff11ac8d502c8e8085.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/c5d06ebde935d1ff11ac8d502c8e8085.png,612x408
a9b6c7fc1f2afabe0194312f37cbf84e.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/a9b6c7fc1f2afabe0194312f37cbf84e.png,872x530
67ddd56c1494a684fe5d4b016fed94c2.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/67ddd56c1494a684fe5d4b016fed94c2.png,626x626
2baa79671baedcd668d6b6495124acaf.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/2baa79671baedcd668d6b6495124acaf.png,433x280
1f9c375a998dc5f47db1f6599d69c4cc.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/1f9c375a998dc5f47db1f6599d69c4cc.png,800x534
d257966e534357b2d9115886659890b4.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/d257966e534357b2d9115886659890b4.png,459x612
7ba2321ae71bd85b8695d0307e8425c2.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/7ba2321ae71bd85b8695d0307e8425c2.png,872x514
2a4ed92c93ae1be79db3f87a737cba7f.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/2a4ed92c93ae1be79db3f87a737cba7f.png,550x413
d20816a46f5ccb875df8f8279821b356.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/d20816a46f5ccb875df8f8279821b356.png,463x280
7cd319129e5755450a80c32ab00eeb43.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/7cd319129e5755450a80c32ab00eeb43.png,600x400
a0f9f528b6d77a38a3e4dc5234ca85d2.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/a0f9f528b6d77a38a3e4dc5234ca85d2.png,800x457
4c74eda78d50db30fbd8f9f7cfe39fc5.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/4c74eda78d50db30fbd8f9f7cfe39fc5.png,612x433
b0a0a6354bb092127889d14a11c053e1.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/b0a0a6354bb092127889d14a11c053e1.png,600x402
ca64dd237476cf21058ff4817238da31.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/ca64dd237476cf21058ff4817238da31.png,800x520
7850730c937a20f97e2d5e667d8d792a.png,alpukat_unripe_google,/home/fadhlan/Normal2/DeepLearningRepo/sub/paralells/steps/convertedtemp/7850730c937a20f97e2d5e667d8d792a.png,612x408
